,make,id,model,year,fuelType,evMotor,co2_per_km,cityE_100km,comb08_per_km,combE_per_km,highway08_per_lkm,highwayE_per_km,UCity_per_lkm,UHighway_per_lkm,co2_km,model_full
918,Audi,40866,A5 quattro,2019,Premium,filled,203.81025762113663,0.0,11.4788802632898,0.0,14.454886257476044,0.0,12.919352193218634,19.615833338222483,203.81025762113663,Audi A5 quattro
919,Audi,40867,A5 Cabriolet quattro,2019,Premium,filled,203.81025762113663,0.0,11.4788802632898,0.0,14.454886257476044,0.0,12.919352193218634,19.615833338222483,203.81025762113663,Audi A5 Cabriolet quattro
920,Audi,40868,A4 quattro,2019,Premium,filled,203.81025762113663,0.0,11.4788802632898,0.0,14.454886257476044,0.0,12.919352193218634,19.615833338222483,203.81025762113663,Audi A4 quattro
921,Lexus,40869,IS 300 AWD,2019,Premium,filled,256.00556749972037,0.0,8.928017982558734,0.0,11.053736549834623,0.0,10.177302784546773,15.307044316725602,256.00556749972037,Lexus IS 300 AWD
922,Lexus,40870,IS 350,2019,Premium,filled,241.09262182012503,0.0,9.77830540946909,0.0,11.904023976744979,0.0,10.628592836379445,16.920719795516074,241.09262182012503,Lexus IS 350
923,Lexus,40871,IS 350 AWD,2019,Premium,filled,256.00556749972037,0.0,8.928017982558734,0.0,11.053736549834623,0.0,10.177302784546773,15.307044316725602,256.00556749972037,Lexus IS 350 AWD
924,Lexus,40872,IS 300,2019,Premium,filled,223.69418519393042,0.0,10.203449122924267,0.0,12.754311403655334,0.0,11.4058405733182,18.532652185081385,223.69418519393042,Lexus IS 300
925,Audi,40873,A5 Sportback quattro,2019,Premium,filled,203.81025762113663,0.0,11.4788802632898,0.0,14.454886257476044,0.0,12.919352193218634,19.615833338222483,203.81025762113663,Audi A5 Sportback quattro
926,Honda,40874,Accord 2.0T Sport/Touring,2019,Regular,filled,214.37359414418333,0.0,11.053736549834623,0.0,13.604598830565688,0.0,12.244138947509121,19.51409644759266,214.37359414418333,Honda Accord 2.0T Sport/Touring
927,Lexus,40875,GS 350,2019,Premium,filled,241.09262182012503,0.0,9.77830540946909,0.0,11.904023976744979,0.0,10.628592836379445,16.920719795516074,241.09262182012503,Lexus GS 350
928,Lexus,40876,GS 350 AWD,2019,Premium,filled,256.00556749972037,0.0,8.928017982558734,0.0,11.053736549834623,0.0,10.177302784546773,15.307044316725602,256.00556749972037,Lexus GS 350 AWD
929,Lexus,40877,GS 350 F Sport,2019,Premium,filled,251.65595834317173,0.0,9.353161696013911,0.0,11.4788802632898,0.0,10.033391637542197,16.368032968024345,251.65595834317173,Lexus GS 350 F Sport
930,Lexus,40878,GS 300 F Sport,2019,Premium,filled,228.66516708712888,0.0,10.203449122924267,0.0,12.754311403655334,0.0,11.181279663871177,18.068607821845056,228.66516708712888,Lexus GS 300 F Sport
931,Lexus,40879,LS 500h,2019,Premium,311V Li-Ion,196.97515751798875,0.0,11.904023976744979,0.0,14.029742544020866,0.0,14.324154565588579,19.60456702981592,196.97515751798875,Lexus LS 500h
932,Lexus,40880,LS 500h AWD,2019,Premium,311V Li-Ion,213.13084867088372,0.0,11.053736549834623,0.0,13.179455117110512,0.0,12.96509765678641,17.610685528082485,213.13084867088372,Lexus LS 500h AWD
933,Lexus,40881,LS 500,2019,Premium,filled,241.09262182012503,0.0,9.77830540946909,0.0,12.754311403655334,0.0,10.263309357778756,18.299673430107944,241.09262182012503,Lexus LS 500
934,Lexus,40882,LS 500 AWD,2019,Premium,filled,261.59792212956864,0.0,8.928017982558734,0.0,11.4788802632898,0.0,9.488229853778622,16.387929693814048,261.59792212956864,Lexus LS 500 AWD
935,Lexus,40883,GS 300,2019,Premium,filled,215.61633961748294,0.0,11.053736549834623,0.0,13.604598830565688,0.0,11.946538348090497,19.55661081893818,215.61633961748294,Lexus GS 300
936,Nissan,40884,Altima,2019,Regular,filled,172.7416207886463,0.0,13.604598830565688,0.0,16.580604824751934,0.0,16.368032968024345,24.275706038290654,172.7416207886463,Nissan Altima
937,Nissan,40885,Altima SR/Platinum,2019,Regular,filled,178.95534815514435,0.0,13.179455117110512,0.0,15.730317397841578,0.0,15.262659313040881,22.78770304119753,178.95534815514435,Nissan Altima SR/Platinum
938,Nissan,40886,Altima AWD,2019,Regular,filled,186.41182099494202,0.0,12.754311403655334,0.0,15.3051736843864,0.0,14.80550227796253,22.340026710929227,186.41182099494202,Nissan Altima AWD
939,Nissan,40887,Altima AWD SR/Platinum,2019,Regular,filled,190.76143015149069,0.0,12.329167690200157,0.0,14.880029970931222,0.0,14.497400628821563,21.767358128905105,190.76143015149069,Nissan Altima AWD SR/Platinum
940,Nissan,40888,Altima SR/Platinum,2019,Regular,filled,193.2469210980899,0.0,12.329167690200157,0.0,14.454886257476044,0.0,13.986718000219204,20.853086573119743,193.2469210980899,Nissan Altima SR/Platinum
941,Honda,40889,Accord,2019,Regular,filled,185.1690755216424,0.0,12.754311403655334,0.0,14.880029970931222,0.0,14.539915000167081,21.894901242941657,185.1690755216424,Honda Accord
942,Honda,40890,Accord,2019,Regular,filled,165.2851479488486,0.0,14.029742544020866,0.0,16.155461111296756,0.0,16.926884379361177,23.962757750816294,165.2851479488486,Honda Accord
943,Honda,40891,Accord,2019,Regular,filled,175.2271117352455,0.0,13.179455117110512,0.0,14.880029970931222,0.0,16.01809717747939,21.827686021844393,175.2271117352455,Honda Accord
944,Honda,40892,Accord,2019,Regular,filled,213.7522214075335,0.0,11.053736549834623,0.0,13.604598830565688,0.0,11.946538348090497,19.72666830432025,213.7522214075335,Honda Accord
945,Honda,40893,Accord,2019,Regular,filled,205.05300309443624,0.0,11.4788802632898,0.0,14.454886257476044,0.0,12.499225175582227,21.342214415449927,205.05300309443624,Honda Accord
946,Hyundai,40894,Elantra GT,2019,Regular,filled,203.1888848844868,0.0,11.4788802632898,0.0,13.604598830565688,0.0,13.434541345183618,19.811697047011286,203.1888848844868,Hyundai Elantra GT
947,Hyundai,40895,Elantra GT,2019,Regular,filled,200.08202120123778,0.0,11.904023976744979,0.0,13.604598830565688,0.0,13.604598830565688,19.72666830432025,200.08202120123778,Hyundai Elantra GT
948,Hyundai,40896,Elantra GT,2019,Regular,filled,218.72320330073197,0.0,11.053736549834623,0.0,12.754311403655334,0.0,12.45671080423671,18.111122193190575,218.72320330073197,Hyundai Elantra GT
949,Lincoln,40897,Continental  AWD,2019,Regular,filled,278.99635875576325,0.0,8.502874269103556,0.0,10.628592836379445,0.0,8.928017982558734,14.965058713622259,278.99635875576325,Lincoln Continental  AWD
950,Lincoln,40898,Continental  FWD,2019,Regular,filled,263.46204033951807,0.0,8.928017982558734,0.0,11.4788802632898,0.0,9.406347174567154,16.293547789427,263.46204033951807,Lincoln Continental  FWD
951,Lincoln,40899,Continental  AWD,2019,Regular,filled,290.18106801545974,0.0,8.077730555648378,0.0,10.203449122924267,0.0,8.587520382452482,14.337078934477617,290.18106801545974,Lincoln Continental  AWD
952,Lincoln,40900,Continental  FWD,2019,Regular,filled,273.404004125915,0.0,8.502874269103556,0.0,11.053736549834623,0.0,9.055561096595287,15.517745541113989,273.404004125915,Lincoln Continental  FWD
953,Lincoln,40901,Continental  AWD,2019,Regular,filled,287.69557706886053,0.0,8.077730555648378,0.0,10.203449122924267,0.0,8.698397862921592,14.38643811960976,287.69557706886053,Lincoln Continental  AWD
954,Mercedes-Benz,40902,S560,2019,Premium,filled,267.1902767594169,0.0,8.928017982558734,0.0,11.4788802632898,0.0,9.013046725249769,16.538090453406415,267.1902767594169,Mercedes-Benz S560
955,Mercedes-Benz,40903,Metris (Passenger Van),2019,Premium,filled,267.8116494960667,0.0,8.928017982558734,0.0,9.77830540946909,0.0,10.203449122924267,14.412371886130526,267.8116494960667,Mercedes-Benz Metris (Passenger Van)
956,Mercedes-Benz,40904,Metris (Cargo Van),2019,Premium,filled,251.03458560652192,0.0,9.353161696013911,0.0,10.203449122924267,0.0,11.053736549834623,15.262659313040881,251.03458560652192,Mercedes-Benz Metris (Cargo Van)
957,Mercedes-Benz,40905,"Metris (Cargo Van, LWB)",2019,Premium,filled,247.3063491866231,0.0,9.353161696013911,0.0,10.203449122924267,0.0,11.266308406562212,15.47523116976847,247.3063491866231,"Mercedes-Benz Metris (Cargo Van, LWB)"
958,Dodge,40906,Grand Caravan,2019,Regular,filled,276.510867809164,0.0,8.502874269103556,0.0,10.628592836379445,0.0,9.098075467940804,14.880029970931222,276.510867809164,Dodge Grand Caravan
959,Ford,40907,Escape FWD FFV,2019,Gasoline or E85,filled,229.2865398237787,0.0,10.203449122924267,0.0,12.329167690200157,0.0,11.436365891944282,17.685978479735397,229.2865398237787,Ford Escape FWD FFV
960,Ford,40908,EcoSport FWD,2019,Regular,filled,196.35378478133893,0.0,11.904023976744979,0.0,12.329167690200157,0.0,15.203224221899848,20.324717966037646,196.35378478133893,Ford EcoSport FWD
961,Ford,40909,Escape FWD,2019,Regular,filled,229.2865398237787,0.0,10.203449122924267,0.0,12.329167690200157,0.0,11.436365891944282,17.685978479735397,229.2865398237787,Ford Escape FWD
962,Ford,40910,Escape FWD,2019,Regular,filled,223.69418519393042,0.0,10.628592836379445,0.0,12.329167690200157,0.0,11.904023976744979,17.643464108389878,223.69418519393042,Ford Escape FWD
963,Ford,40911,Escape FWD,2019,Regular,filled,212.5094759342339,0.0,11.053736549834623,0.0,12.754311403655334,0.0,12.729525525160897,18.65904741109161,212.5094759342339,Ford Escape FWD
964,Hyundai,40912,Tucson FWD,2019,Regular,filled,226.80104887717945,0.0,10.628592836379445,0.0,11.904023976744979,0.0,12.092915328633113,17.817560459049773,226.80104887717945,Hyundai Tucson FWD
965,Volkswagen,40913,Tiguan,2019,Regular,filled,220.5873215106814,0.0,10.628592836379445,0.0,12.329167690200157,0.0,11.946538348090497,17.898550336462986,220.5873215106814,Volkswagen Tiguan
966,Volkswagen,40914,Atlas,2019,Regular,filled,244.82085824002385,0.0,9.353161696013911,0.0,11.053736549834623,0.0,10.92619343579807,15.517745541113989,244.82085824002385,Volkswagen Atlas
967,Ford,40915,Escape AWD,2019,Regular,filled,229.9079125604285,0.0,10.203449122924267,0.0,11.904023976744979,0.0,11.67151287985634,17.292040314847828,229.9079125604285,Ford Escape AWD
968,Ford,40916,Escape AWD,2019,Regular,filled,239.2285036101756,0.0,9.77830540946909,0.0,11.4788802632898,0.0,11.053736549834623,16.368032968024345,239.2285036101756,Ford Escape AWD
969,Ford,40917,EcoSport AWD,2019,Regular,filled,220.5873215106814,0.0,10.628592836379445,0.0,12.329167690200157,0.0,12.804350818729008,18.24168382759266,220.5873215106814,Ford EcoSport AWD
970,Hyundai,40918,Tucson AWD,2019,Regular,filled,241.09262182012503,0.0,9.77830540946909,0.0,11.053736549834623,0.0,11.546095484387065,15.494065036274534,241.09262182012503,Hyundai Tucson AWD
971,Volkswagen,40919,Tiguan 4motion,2019,Regular,filled,228.0437943504791,0.0,10.203449122924267,0.0,12.329167690200157,0.0,11.393851520598766,17.64303896467642,228.0437943504791,Volkswagen Tiguan 4motion
972,Audi,40920,Q8,2019,Premium,48V Li-Ion,294.5306771720084,0.0,8.077730555648378,0.0,9.353161696013911,0.0,8.885503611213215,13.051359316246465,294.5306771720084,Audi Q8
973,Jeep,40921,Grand Cherokee Trackhawk 4WD,2019,Premium,filled,412.5914971354717,0.0,5.5268682749173115,0.0,7.227443128738022,0.0,5.824468874335936,9.94836289485116,412.5914971354717,Jeep Grand Cherokee Trackhawk 4WD
974,Maserati,40922,Levante GTS,2019,Premium,filled,360.3961872568879,0.0,6.377155701827667,0.0,7.6525868421932,0.0,7.099900014701468,10.671107207724964,360.3961872568879,Maserati Levante GTS
975,Maserati,40923,Levante Trofeo,2019,Premium,filled,360.3961872568879,0.0,6.377155701827667,0.0,7.6525868421932,0.0,7.099900014701468,10.671107207724964,360.3961872568879,Maserati Levante Trofeo
976,Chevrolet,40924,Volt,2019,Regular Gas or Electricity,48 and 87 kW 3-Phase AC,31.690009569140145,18.019809362844395,17.856035965117467,19.26255483614401,17.856035965117467,20.505300309443623,24.998450351164454,25.721194664038258,31.690009569140145,Chevrolet Volt
977,Mercedes-Benz,40925,AMG GT R Coupe,2019,Premium,filled,326.84205947779833,0.0,7.227443128738022,0.0,8.502874269103556,0.0,7.780129956229754,11.733966491362908,326.84205947779833,Mercedes-Benz AMG GT R Coupe
978,Lexus,40926,RC 300 AWD,2019,Premium,filled,270.91851317931577,0.0,8.928017982558734,0.0,10.203449122924267,0.0,10.177302784546773,15.307044316725602,270.91851317931577,Lexus RC 300 AWD
979,Lexus,40927,RC 350,2019,Premium,filled,241.09262182012503,0.0,9.77830540946909,0.0,11.904023976744979,0.0,10.628592836379445,16.920719795516074,241.09262182012503,Lexus RC 350
980,Lexus,40928,RC 350 AWD,2019,Premium,filled,270.91851317931577,0.0,8.928017982558734,0.0,10.203449122924267,0.0,10.177302784546773,15.307044316725602,270.91851317931577,Lexus RC 350 AWD
981,Lexus,40929,RC 300,2019,Premium,filled,223.69418519393042,0.0,10.203449122924267,0.0,12.754311403655334,0.0,11.4058405733182,18.532652185081385,223.69418519393042,Lexus RC 300
982,Maserati,40930,GranTurismo Convertible,2019,Premium,filled,353.56108715374006,0.0,6.802299415282844,0.0,8.502874269103556,0.0,6.88732815797388,11.904023976744979,353.56108715374006,Maserati GranTurismo Convertible
983,Mercedes-Benz,40931,AMG E53 4matic Plus Coupe,2019,Premium,48V Li-Ion,236.74301266357637,0.0,9.77830540946909,0.0,11.904023976744979,0.0,11.181279663871177,16.66563356744297,236.74301266357637,Mercedes-Benz AMG E53 4matic Plus Coupe
984,Mercedes-Benz,40932,S560 4matic Coupe,2019,Premium,filled,272.7826313892652,0.0,8.502874269103556,0.0,11.053736549834623,0.0,8.928017982558734,15.815346140532615,272.7826313892652,Mercedes-Benz S560 4matic Coupe
985,Mercedes-Benz,40933,AMG CLS53 4matic Plus,2019,Premium,48V Li-Ion,235.50026719027676,0.0,9.77830540946909,0.0,11.4788802632898,0.0,11.393851520598766,16.368032968024345,235.50026719027676,Mercedes-Benz AMG CLS53 4matic Plus
986,Mercedes-Benz,40934,CLS450,2019,Premium,48V Li-Ion,207.53849404103545,0.0,11.053736549834623,0.0,13.179455117110512,0.0,13.051912003073959,18.663809020682304,207.53849404103545,Mercedes-Benz CLS450
987,Mercedes-Benz,40935,CLS450 4matic,2019,Premium,48V Li-Ion,213.13084867088372,0.0,11.053736549834623,0.0,12.754311403655334,0.0,12.62676828961878,18.153636564536093,213.13084867088372,Mercedes-Benz CLS450 4matic
988,Mitsubishi,40936,Mirage,2019,Regular,filled,150.37220226925322,0.0,15.3051736843864,0.0,17.43089225166229,0.0,19.09286405630127,25.850395838557283,150.37220226925322,Mitsubishi Mirage
989,Mitsubishi,40937,Mirage,2019,Regular,filled,142.29435669280574,0.0,16.580604824751934,0.0,18.281179678572645,0.0,20.644893696640743,27.166683289785862,142.29435669280574,Mitsubishi Mirage
990,Mitsubishi,40938,Mirage G4,2019,Regular,filled,156.5859296357513,0.0,14.880029970931222,0.0,17.00574853820711,0.0,18.90193201458855,25.67953058011965,156.5859296357513,Mitsubishi Mirage G4
991,Mitsubishi,40939,Mirage G4,2019,Regular,filled,148.50808405930383,0.0,15.730317397841578,0.0,17.43089225166229,0.0,20.161547808813552,26.58687229337569,148.50808405930383,Mitsubishi Mirage G4
992,Bentley,40940,Mulsanne,2019,Premium,filled,465.40817975070524,0.0,5.101724561462134,0.0,6.802299415282844,0.0,4.761609590697991,8.842989239867698,465.40817975070524,Bentley Mulsanne
993,Mercedes-Benz,40941,AMG E53 4matic Plus,2019,Premium,48V Li-Ion,229.9079125604285,0.0,10.203449122924267,0.0,11.904023976744979,0.0,11.52139463463532,17.175806023589182,229.9079125604285,Mercedes-Benz AMG E53 4matic Plus
994,Audi,40942,A8 L,2019,Premium,48V Li-Ion,251.65595834317173,0.0,9.353161696013911,0.0,11.4788802632898,0.0,10.033391637542197,16.410547339369863,251.65595834317173,Audi A8 L
995,Honda,40943,Accord Hybrid,2019,Regular,259V Li-Ion,114.33258354356444,0.0,20.406898245848534,0.0,20.406898245848534,0.0,30.142689283972107,29.972631798590033,114.33258354356444,Honda Accord Hybrid
996,Chevrolet,40944,Silverado C10 2WD,2019,Regular,filled,261.59792212956864,0.0,8.928017982558734,0.0,9.77830540946909,0.0,10.628592836379445,15.772831769187096,261.59792212956864,Chevrolet Silverado C10 2WD
997,Chevrolet,40945,Silverado C10 XFE 2WD,2019,Regular,filled,283.3459679123119,0.0,8.077730555648378,0.0,10.203449122924267,0.0,9.055561096595287,14.029742544020866,283.3459679123119,Chevrolet Silverado C10 XFE 2WD
998,Chevrolet,40946,Silverado C10 2WD,2019,Regular,filled,325.59931400449875,0.0,7.227443128738022,0.0,8.928017982558734,0.0,7.780129956229754,12.116595833472568,325.59931400449875,Chevrolet Silverado C10 2WD
999,Chevrolet,40947,Silverado C10 2WD,2019,Regular,filled,274.64674959921456,0.0,8.502874269103556,0.0,9.353161696013911,0.0,10.033391637542197,14.412371886130526,274.64674959921456,Chevrolet Silverado C10 2WD
1000,GMC,40948,Sierra C10 2WD,2019,Regular,filled,261.59792212956864,0.0,8.928017982558734,0.0,9.77830540946909,0.0,10.628592836379445,15.772831769187096,261.59792212956864,GMC Sierra C10 2WD
1001,GMC,40949,Sierra C10 XFE 2WD,2019,Regular,filled,283.3459679123119,0.0,8.077730555648378,0.0,10.203449122924267,0.0,9.055561096595287,14.029742544020866,283.3459679123119,GMC Sierra C10 XFE 2WD
1002,GMC,40950,Sierra C10 2WD,2019,Regular,filled,325.59931400449875,0.0,7.227443128738022,0.0,8.928017982558734,0.0,7.780129956229754,12.116595833472568,325.59931400449875,GMC Sierra C10 2WD
1003,GMC,40951,Sierra C10 2WD,2019,Regular,filled,274.64674959921456,0.0,8.502874269103556,0.0,9.353161696013911,0.0,10.033391637542197,14.412371886130526,274.64674959921456,GMC Sierra C10 2WD
1004,Chevrolet,40952,Silverado K10 4WD,2019,Regular,filled,274.64674959921456,0.0,8.502874269103556,0.0,9.353161696013911,0.0,10.033391637542197,14.412371886130526,274.64674959921456,Chevrolet Silverado K10 4WD
1005,Chevrolet,40953,Silverado K10 4WD,2019,Regular,filled,321.2497048479501,0.0,7.227443128738022,0.0,8.502874269103556,0.0,7.981478018922125,12.099717628048397,321.2497048479501,Chevrolet Silverado K10 4WD
1006,Chevrolet,40954,Silverado K10 4WD TrailBoss,2019,Regular,filled,345.4832415772926,0.0,6.802299415282844,0.0,7.6525868421932,0.0,7.992701812957343,12.116595833472568,345.4832415772926,Chevrolet Silverado K10 4WD TrailBoss
1007,Chevrolet,40955,Silverado K10 4WD,2019,Regular,filled,288.3169498055103,0.0,8.077730555648378,0.0,8.928017982558734,0.0,9.650762295432536,14.114771286711903,288.3169498055103,Chevrolet Silverado K10 4WD
1008,GMC,40956,Sierra K10 4WD,2019,Regular,filled,276.510867809164,0.0,8.502874269103556,0.0,9.353161696013911,0.0,9.970555396693522,14.3642456177674,276.510867809164,GMC Sierra K10 4WD
1009,GMC,40957,Sierra K10 4WD,2019,Gasoline or E85,filled,338.64814147414467,0.0,6.802299415282844,0.0,8.077730555648378,0.0,7.722055324971776,11.441467616505744,338.64814147414467,GMC Sierra K10 4WD
1010,GMC,40958,Sierra K10 4WD,2019,Regular,filled,329.9489231610474,0.0,7.227443128738022,0.0,8.502874269103556,0.0,7.755896764562808,11.761430775252112,329.9489231610474,GMC Sierra K10 4WD
1011,GMC,40959,Sierra K10 4WD,2019,Regular,filled,295.1520499086582,0.0,8.077730555648378,0.0,8.502874269103556,0.0,9.425818756643402,13.669305703753567,295.1520499086582,GMC Sierra K10 4WD
1012,Ram,40960,Promaster City,2019,Regular,filled,232.39340350702773,0.0,10.203449122924267,0.0,11.904023976744979,0.0,11.30882277790773,17.2183203949347,232.39340350702773,Ram Promaster City
1013,Chevrolet,40961,Silverado K10 Cab Chassis 4WD,2019,Regular,filled,368.4740328333354,0.0,6.377155701827667,0.0,7.227443128738022,0.0,7.992701812957343,12.116595833472568,368.4740328333354,Chevrolet Silverado K10 Cab Chassis 4WD
1014,Chevrolet,40962,Silverado C10 Cab Chassis 2WD,2019,Regular,filled,344.8618688406427,0.0,6.802299415282844,0.0,8.077730555648378,0.0,7.907673070266307,12.796825775000853,344.8618688406427,Chevrolet Silverado C10 Cab Chassis 2WD
1015,GMC,40963,Sierra K10 Cab Chassis 4WD,2019,Regular,filled,368.4740328333354,0.0,6.377155701827667,0.0,7.227443128738022,0.0,7.992701812957343,12.116595833472568,368.4740328333354,GMC Sierra K10 Cab Chassis 4WD
1016,GMC,40964,Sierra C10 Cab Chassis 2WD,2019,Regular,filled,344.8618688406427,0.0,6.802299415282844,0.0,8.077730555648378,0.0,7.907673070266307,12.796825775000853,344.8618688406427,GMC Sierra C10 Cab Chassis 2WD
1017,Jeep,40965,Wrangler 4WD,2019,Regular,48V Li-Ion,233.01477624367755,0.0,10.203449122924267,0.0,10.628592836379445,0.0,12.414196432891192,16.027917997260204,233.01477624367755,Jeep Wrangler 4WD
1018,Jeep,40966,Wrangler 4WD,2019,Regular,filled,273.404004125915,0.0,8.502874269103556,0.0,9.77830540946909,0.0,9.77830540946909,14.114771286711903,273.404004125915,Jeep Wrangler 4WD
1019,Jeep,40967,Wrangler 4WD,2019,Regular,filled,277.13224054581383,0.0,8.502874269103556,0.0,10.628592836379445,0.0,9.140589839286323,14.66694794174749,277.13224054581383,Jeep Wrangler 4WD
1020,Jeep,40968,Wrangler Unlimited 4WD,2019,Regular,48V Li-Ion,244.82085824002385,0.0,9.353161696013911,0.0,10.203449122924267,0.0,11.946368290605113,15.559197053175868,244.82085824002385,Jeep Wrangler Unlimited 4WD
1021,Jeep,40969,Wrangler Unlimited 4WD,2019,Regular,filled,275.2681223358644,0.0,8.502874269103556,0.0,9.77830540946909,0.0,9.693276666778054,14.369857514785009,275.2681223358644,Jeep Wrangler Unlimited 4WD
1022,Jeep,40970,Wrangler Unlimited 4WD,2019,Regular,filled,285.2100861222613,0.0,8.077730555648378,0.0,9.77830540946909,0.0,9.013046725249769,13.817170687293277,285.2100861222613,Jeep Wrangler Unlimited 4WD
1023,Ford,40971,Expedition 2WD,2019,Regular,filled,282.10322243901226,0.0,8.502874269103556,0.0,10.203449122924267,0.0,9.013046725249769,14.242314400748455,282.10322243901226,Ford Expedition 2WD
1024,Ford,40972,Expedition MAX 2WD,2019,Regular,filled,290.18106801545974,0.0,8.077730555648378,0.0,9.77830540946909,0.0,9.013046725249769,14.242314400748455,290.18106801545974,Ford Expedition MAX 2WD
1025,Lincoln,40973,Navigator 2WD,2019,Regular,filled,295.1520499086582,0.0,8.077730555648378,0.0,9.77830540946909,0.0,8.672931754485626,13.434541345183618,295.1520499086582,Lincoln Navigator 2WD
1026,Lincoln,40974,Navigator L 2WD,2019,Regular,filled,308.20087737830414,0.0,7.6525868421932,0.0,9.353161696013911,0.0,8.205273669684932,12.966883260382923,308.20087737830414,Lincoln Navigator L 2WD
1027,Audi,40975,Q7,2019,Premium,filled,257.8696857096698,0.0,8.928017982558734,0.0,10.628592836379445,0.0,10.416020979651856,15.85786051187813,257.8696857096698,Audi Q7
1028,BMW,40976,X5 xDrive40i,2019,Premium,filled,244.82085824002385,0.0,9.353161696013911,0.0,11.053736549834623,0.0,10.843460469159693,15.594016323307848,244.82085824002385,BMW X5 xDrive40i
1029,BMW,40977,X5 xDrive50i,2019,Premium,filled,293.2879316987088,0.0,8.077730555648378,0.0,9.353161696013911,0.0,8.755749749866695,13.269628098734355,293.2879316987088,BMW X5 xDrive50i
1030,Ford,40978,Expedition 4WD,2019,Regular,filled,291.4238134887594,0.0,8.077730555648378,0.0,9.353161696013911,0.0,8.895792089078832,13.23731717651176,291.4238134887594,Ford Expedition 4WD
1031,Ford,40979,Expedition MAX 4WD,2019,Regular,filled,306.3367591683547,0.0,7.6525868421932,0.0,8.928017982558734,0.0,8.895792089078832,13.23731717651176,306.3367591683547,Ford Expedition MAX 4WD
1032,Mercedes-Benz,40980,AMG GLE43 4matic Coupe,2019,Premium,filled,297.01616811860765,0.0,8.077730555648378,0.0,9.353161696013911,0.0,8.842989239867698,12.83934014634637,297.01616811860765,Mercedes-Benz AMG GLE43 4matic Coupe
1033,Mercedes-Benz,40981,AMG GLE63 S,2019,Premium,filled,364.12442367678676,0.0,6.377155701827667,0.0,7.6525868421932,0.0,7.057385643355952,10.455771916859915,364.12442367678676,Mercedes-Benz AMG GLE63 S
1034,Mercedes-Benz,40982,AMG GLE63 S Coupe,2019,Premium,filled,359.1534417835883,0.0,6.377155701827667,0.0,7.6525868421932,0.0,7.120604513546736,10.712941349128952,359.1534417835883,Mercedes-Benz AMG GLE63 S Coupe
1035,Mercedes-Benz,40983,AMG GLE63,2019,Premium,filled,392.70756956267786,0.0,5.952011988372489,0.0,7.6525868421932,0.0,6.292126959136632,10.203449122924267,392.70756956267786,Mercedes-Benz AMG GLE63
1036,Mercedes-Benz,40984,AMG GLS63,2019,Premium,filled,373.4450147265339,0.0,6.377155701827667,0.0,7.6525868421932,0.0,6.822961399756767,10.287755121302428,373.4450147265339,Mercedes-Benz AMG GLS63
1037,Mercedes-Benz,40985,G550,2019,Premium,filled,378.4159966197323,0.0,5.952011988372489,0.0,7.227443128738022,0.0,6.802299415282844,9.693276666778054,378.4159966197323,Mercedes-Benz G550
1038,Jaguar,40986,I-Pace,2019,Electricity,147 and 147 kW AC 3-Phase,0.0,26.224104291200117,32.31092222259351,27.511277915170194,30.6103473687728,29.084469409820176,48.50889770523578,43.747288114537795,0.0,Jaguar I-Pace
1039,Lamborghini,40987,Huracan Spyder,2019,Premium,filled,367.8526600966856,0.0,6.377155701827667,0.0,7.6525868421932,0.0,6.71897124744563,10.360709782531337,367.8526600966856,Lamborghini Huracan Spyder
1040,Lamborghini,40988,Huracan,2019,Premium,filled,367.8526600966856,0.0,6.377155701827667,0.0,7.6525868421932,0.0,6.71897124744563,10.360709782531337,367.8526600966856,Lamborghini Huracan
1041,Lamborghini,40989,Huracan Spyder 2WD,2019,Premium,filled,363.503050940137,0.0,6.377155701827667,0.0,7.6525868421932,0.0,6.775515361335169,9.965963844588206,363.503050940137,Lamborghini Huracan Spyder 2WD
1042,Lamborghini,40990,Huracan 2WD,2019,Premium,filled,363.503050940137,0.0,6.377155701827667,0.0,7.6525868421932,0.0,6.775515361335169,9.965963844588206,363.503050940137,Lamborghini Huracan 2WD
1043,Audi,40991,S5,2019,Premium,filled,230.5292852970783,0.0,10.203449122924267,0.0,12.754311403655334,0.0,11.244073390348506,17.954201648554267,230.5292852970783,Audi S5
1044,Audi,40992,S5 Cabriolet,2019,Premium,filled,234.25752171697715,0.0,10.203449122924267,0.0,12.329167690200157,0.0,11.138765292525658,17.43089225166229,234.25752171697715,Audi S5 Cabriolet
1045,Audi,40993,RS 5,2019,Premium,filled,262.21929486621843,0.0,8.928017982558734,0.0,11.4788802632898,0.0,9.140589839286323,15.64528865515054,262.21929486621843,Audi RS 5
1046,Audi,40994,S3,2019,Premium,filled,222.45143972063082,0.0,10.628592836379445,0.0,12.329167690200157,0.0,11.4788802632898,17.38837788031677,222.45143972063082,Audi S3
1047,Infiniti,40995,Q60,2019,Premium,filled,246.68497644997328,0.0,9.353161696013911,0.0,11.904023976744979,0.0,10.352206908262234,16.89942009547197,246.68497644997328,Infiniti Q60
1048,Infiniti,40996,Q60 Red Sport,2019,Premium,filled,251.65595834317173,0.0,9.353161696013911,0.0,11.4788802632898,0.0,10.648787162768565,16.793049138365486,251.65595834317173,Infiniti Q60 Red Sport
1049,Infiniti,40997,Q60,2019,Premium,filled,219.34457603738178,0.0,10.628592836379445,0.0,12.754311403655334,0.0,12.13781050477398,19.662301546103137,219.34457603738178,Infiniti Q60
